latitude,longitude,nkill,city,attacktype1_txt
24.969374,84.973981,0,Bela,Hostage Taking (Kidnapping)
19.512666,80.330351,1,Burgi,Hostage Taking (Kidnapping)
26.158436,94.562443,1,Unknown,Unknown
20.215441,80.144254,1,Kurkeda,Hostage Taking (Kidnapping)
22.404193,87.379866,1,West Midnapore district,Armed Assault
24.311127,84.515665,0,Kaura,Facility/Infrastructure Attack
25.993674,93.681353,1,Balipathar,Armed Assault
34.288891,74.463715,1,Sopore,Armed Assault
24.68818,93.936215,0,Lilong,Bombing/Explosion
24.597387,93.775257,0,Nachou,Bombing/Explosion
23.919906,91.850304,0,Dhalai district,Hostage Taking (Kidnapping)
22.086667,81.655278,5,Jharaghati,Armed Assault
18.813227,81.579399,10,Gatam,Bombing/Explosion
24.925509,86.220764,1,Nimatand,Hostage Taking (Kidnapping)
18.9,81.35,1,Dantewada,Armed Assault
24.204235,84.870937,0,Chatra district,Armed Assault
24.453749,84.584344,0,Imamganj,Bombing/Explosion
24.448235,84.584215,0,Pankadih,Bombing/Explosion
24.538957,84.672848,0,Tilaiya,Bombing/Explosion
24.530033,84.90991,0,Dobhi,Bombing/Explosion
24.781467,84.986412,0,Gaya,Armed Assault
25.296631,85.017377,0,Nadaul,Facility/Infrastructure Attack
18.9,81.35,0,Dantewada,Hostage Taking (Kidnapping)
24.471711,83.556316,0,Ketar,Bombing/Explosion
23.750572,84.461894,0,Parsahi,Facility/Infrastructure Attack
21.241414,81.634332,0,Raipur,Hostage Taking (Kidnapping)
23.669296,86.151112,1,Bokaro district,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
26.638547,85.070747,0,Chorwa,Facility/Infrastructure Attack
24.795664,84.999407,1,Magra,Armed Assault
26.309871,90.283463,2,Bedlangmari,Armed Assault
18.815236,82.712102,1,Koraput district,Hostage Taking (Kidnapping)
19.639543,79.474959,1,Dhanora,Hostage Taking (Kidnapping)
20.327778,80.470833,1,Muramgaon,Armed Assault
18.708305,80.995499,4,Kirandul,Bombing/Explosion
20.271944,81.493056,3,Kanker,Armed Assault
23.967925,86.058696,0,Rangamati,Facility/Infrastructure Attack
34.209645,74.76516,1,Saloora,Armed Assault
24.003563,86.147194,1,Madhuban,Armed Assault
34.08374,74.789902,0,Srinagar,Armed Assault
23.041512,84.544486,1,Gumla district,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
20.633859,82.059782,1,Gariaband,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
25.920008,93.72983,2,Dimapur,Armed Assault
25.906267,93.72759,1,Dimapur,Bombing/Explosion
23.231749,91.559612,0,South Tripura district,Hostage Taking (Kidnapping)
24.251281,94.301304,0,Moreh,Armed Assault
25.380634,86.465382,6,Bangalwa Kareli,Hostage Taking (Kidnapping)
22.124002,84.043175,0,Sundargarh district,Bombing/Explosion
17.958613,81.685681,1,Potteru,Hostage Taking (Kidnapping)
23.606222,83.617754,1,Balrampur,Armed Assault
21.354615,83.397634,0,Pardhiyapali,Armed Assault
19.512666,80.330351,2,Burgi,Unknown
18.815236,82.712102,2,Koraput,Armed Assault
24.204235,84.870937,2,Chatra district,Hostage Taking (Kidnapping)
19.17,83.42,1,Rayagada district,Hostage Taking (Kidnapping)
19.17,83.42,1,Rayagada district,Hostage Taking (Kidnapping)
26.98261,94.642452,0,Sivasagar,Bombing/Explosion
19.366997,80.435434,1,Chichoda,Armed Assault
26.149794,91.763931,0,Guwahati,Bombing/Explosion
24.204235,84.870937,0,Chatra,Facility/Infrastructure Attack
24.462866,84.177802,0,Pipra,Bombing/Explosion
18.949506,72.8305,8,Mumbai,Bombing/Explosion
19.018925,72.840447,9,Mumbai,Bombing/Explosion
19.075984,72.877656,9,Mumbai,Bombing/Explosion
25.916797,84.749948,0,Saraun,Facility/Infrastructure Attack
26.638547,85.070747,1,East Champaran district,Armed Assault
24.128611,84.185712,1,Palamu district,Armed Assault
18.815236,82.712102,0,Koraput district,Bombing/Explosion
23.851597,91.993047,0,Chawmanu,Hostage Taking (Kidnapping)
21.278657,81.866144,7,Unknown,Armed Assault
25.069312,84.016467,0,Yadunathpur,Facility/Infrastructure Attack
25.069312,84.016467,0,Yadunathpur,Bombing/Explosion
24.798346,93.94043,0,Imphal,Armed Assault
18.775175,80.536697,1,Madded,Armed Assault
18.9,81.35,1,Dantewada,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
18.879649,83.169137,1,Narayanpatna,Armed Assault
25.095386,94.361652,2,Ukhrul district,Armed Assault
27.483197,95.173452,0,Chabua,Bombing/Explosion
26.519877,93.970038,0,Golaghat,Hostage Taking (Kidnapping)
25.856196,84.857253,0,Saran,Bombing/Explosion
18.815236,82.712102,0,Koraput,Bombing/Explosion
19.17,83.42,1,Rayagada,Hostage Taking (Kidnapping)
26.350273,90.164173,0,Kokrajhar,Bombing/Explosion
27.491929,95.347833,0,Tinsukia,Hostage Taking (Kidnapping)
25.909402,86.058368,3,Banda,Armed Assault
19.913736,83.1649,1,Bhawanipatna,Armed Assault
20.134204,84.016742,1,Kandhamal district,Hostage Taking (Kidnapping)
26.398022,90.269415,0,Chachapani,Facility/Infrastructure Attack
26.424942,90.320993,0,Kokrajhar district,Facility/Infrastructure Attack
24.877812,86.921828,2,Phulhara,Hostage Taking (Kidnapping)
18.791667,80.816667,2,Bijapur district,Armed Assault
24.798346,93.94043,5,Imphal,Bombing/Explosion
22.365086,85.437557,0,West Singhbhum district,Armed Assault
25.288582,86.572856,0,Bariarpur,Bombing/Explosion
25.288582,86.572856,0,Bariarpur,Bombing/Explosion
18.7554,81.028554,1,Gangalur,Unknown
18.792596,80.813556,1,Bijapur,Unknown
18.708305,80.995499,1,Bhopalpatnam,Unknown
22.365086,85.437557,0,West Singhbhum district,Facility/Infrastructure Attack
19.741208,83.881757,2,Jubaguda,Armed Assault
23.041512,84.544486,0,Gumla,Facility/Infrastructure Attack
21.110152,78.753643,0,Sawanga,Armed Assault
26.129196,90.025839,0,Alomganj,Bombing/Explosion
33.833909,74.931107,0,Tahab,Bombing/Explosion
26.517027,85.099964,0,Ramban,Facility/Infrastructure Attack
18.708305,80.995499,1,Bhopalpatnam,Hostage Taking (Kidnapping)
23.919906,91.850304,0,Ambassa,Bombing/Explosion
22.635956,88.274098,0,Lakshmanpur,Armed Assault
26.092831,90.672692,0,Harimura,Bombing/Explosion
26.158908,90.555938,0,Panchratna,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
26.172932,90.045615,1,Panbari,Armed Assault
24.68818,93.936215,0,Lilong,Bombing/Explosion
25.465052,85.761975,0,Parsawan,Hostage Taking (Kidnapping)
21.71,83.876667,1,Telenpali,Hostage Taking (Kidnapping)
26.072512,90.588679,0,Goalpara district,Bombing/Explosion
18.059964,81.786904,0,Singabaram,Armed Assault
25.960734,93.497468,0,Karbi Anglong district,Armed Assault
23.075278,85.278889,0,Khunti district,Armed Assault
20.327778,80.470833,0,Muramgaon,Bombing/Explosion
19.723535,81.242411,4,Narayanpur district,Armed Assault
24.628724,93.761325,0,Bishenpur district,Bombing/Explosion
25.330097,90.563609,1,South Garo Hills district,Armed Assault
25.5,90.333333,0,Garo Hills,Bombing/Explosion
25.866455,90.638702,2,Thapa Darenchi,Armed Assault
18.027885,82.336963,0,Balapam,Hostage Taking (Kidnapping)
24.620102,94.015275,0,Pukhri,Bombing/Explosion
24.68818,93.936215,0,Lilong,Bombing/Explosion
22.032336,87.174696,0,Nayagram,Armed Assault
22.032336,87.174696,0,Nayagram,Armed Assault
17.553372,80.61653,0,Kothagudem,Armed Assault
18.708305,80.995499,10,Bhopalpatnam,Unknown
22.856126,86.012157,1,Seraikela Kharsawan district,Armed Assault
23.369968,85.325012,1,Ranchi,Armed Assault
25.095386,94.361652,0,Ukhrul district,Hostage Taking (Kidnapping)
25.2727,94.0265,0,Senapati,Facility/Infrastructure Attack
25.755953,90.677305,0,East Garo Hills district,Armed Assault
22.404193,87.379866,1,West Midnapore district,Armed Assault
18.391012,81.656929,1,Sukma,Unknown
34.205605,74.353867,0,Baramulla,Armed Assault
22.309825,86.956151,1,Dhangri,Armed Assault
20.244972,80.711144,1,Madanwada,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
23.669296,86.151112,0,Bokaro,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
26.746018,92.095943,0,Udalguri,Armed Assault
34.245007,74.476548,0,Wagub,Armed Assault
25.81876,94.852064,0,Kiphire district,Hostage Taking (Kidnapping)
21.251384,81.629641,0,Raipur,Bombing/Explosion
24.128611,84.185712,2,Palamu district,Hostage Taking (Kidnapping)
26.444112,91.44136,0,Nalbari,Bombing/Explosion
24.747169,86.720707,1,Katoria,Unarmed Assault
18.364195,81.892418,1,Malkangiri,Hostage Taking (Kidnapping)
24.585433,92.589132,1,Hailabandi district,Hostage Taking (Kidnapping)
18.791667,80.816667,0,Bijapur,Facility/Infrastructure Attack
23.919906,91.850304,0,Dhalai district,Hostage Taking (Kidnapping)
18.815236,82.712102,1,Koraput,Hostage Taking (Kidnapping)
18.815236,82.712102,1,Koraput,Hostage Taking (Kidnapping)
25.960734,93.497468,0,Karbi Anglong district,Hostage Taking (Kidnapping)
28.585836,77.153336,15,New Delhi,Bombing/Explosion
25.570455,90.218384,0,West Garo Hills district,Hostage Taking (Kidnapping)
25.570455,90.218384,0,West Garo Hills district,Hostage Taking (Kidnapping)
25.51187,92.738277,0,Umrangso,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
25.907054,90.772892,0,Dainadubi,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
26.117863,85.963383,1,Shiekhpura,Armed Assault
18.791667,80.816667,1,Bijapur,Hostage Taking (Kidnapping)
24.798346,93.94043,0,Imphal,Bombing/Explosion
22.632149,86.764311,0,Belpahari,Unarmed Assault
18.364195,81.892418,0,Malkangiri,Facility/Infrastructure Attack
26.305637,90.457863,0,Bahalpur,Bombing/Explosion
18.741945,80.879097,1,Pamalwaya,Unknown
27.17667,78.008074,0,Agra,Bombing/Explosion
19.48776,80.70562,1,Gopnar,Hostage Taking (Kidnapping)
19.639543,79.474959,0,Dhanora,Hostage Taking (Kidnapping)
22.619715,88.287474,1,Pakuria,Armed Assault
21.251384,81.629641,0,Raipur district,Armed Assault
24.984523,93.503509,0,Tamenglong,Facility/Infrastructure Attack
21.4598,80.195,0,Gondia,Armed Assault
32.726602,74.857026,0,Jammu,Bombing/Explosion
24.644924,93.99929,0,Thoubal,Bombing/Explosion
19.500132,82.301773,2,Nabarangpur,Armed Assault
22.577189,87.004942,1,Binpur,Armed Assault
18.9,81.35,0,Dantewada,Bombing/Explosion
23.669296,86.151112,2,Bokaro district,Unknown
25.322531,90.420985,0,Chokpot,Armed Assault
18.815236,82.712102,1,Koraput,Armed Assault
17.694295,83.227415,1,Vishakhapatnam,Armed Assault
34.08374,74.789902,1,Srinagar,Armed Assault
23.669296,86.151112,0,Bokaro,Bombing/Explosion
24.457883,87.513617,1,Gamharia,Armed Assault
22.603479,85.150529,1,Jojoda,Hostage Taking (Kidnapping)
24.401944,83.053333,0,Sonebhadra district,Bombing/Explosion
20.181843,80.006844,0,Gadchiroli district,Bombing/Explosion
23.065,86.269444,0,Salbani,Bombing/Explosion
22.424109,87.318986,0,Midnapore,Hostage Taking (Kidnapping)
20.181843,80.006844,1,Gadchiroli district,Hostage Taking (Kidnapping)
23.744186,84.504429,1,Latehar district,Unknown
19.203477,81.934532,4,Bastar district,Bombing/Explosion
24.984523,93.503509,7,Tamenglong district,Unknown
19.723535,81.242411,1,Narayanpur district,Armed Assault
23.930256,84.768112,2,Karma,Armed Assault
25.570455,90.218384,1,West Garo Hills district,Hostage Taking (Kidnapping)
25.352912,93.017894,1,North Cachar Hills district,Armed Assault
25.352912,93.017894,0,North Cachar Hills district,Facility/Infrastructure Attack
22.365086,85.437557,1,West Singhbhum district,Armed Assault
24.943852,94.169799,0,Sankai,Bombing/Explosion
22.856126,86.012157,2,Seraikela Kharsawan district,Hostage Taking (Kidnapping)
24.984523,93.503509,0,Tamenglong,Unknown
24.628724,93.761325,0,Bishnupur,Bombing/Explosion
25.755953,90.677305,1,East Garo Hills district,Armed Assault
22.424109,87.318986,0,Midnapore,Armed Assault
18.815236,82.712102,1,Koraput,Armed Assault
19.203477,81.934532,0,Bastar,Unknown
23.164543,92.937574,0,Unknown,Hostage Taking (Kidnapping)
21.63869,85.606944,0,Keonjhar,Bombing/Explosion
18.936128,83.251906,0,Bandugaon,Hostage Taking (Kidnapping)
25.960734,93.497468,1,Karbi Anglong district,Armed Assault
20.181843,80.006844,1,Gadchiroli,Armed Assault
17.694295,83.227415,1,Vishakhapatnam,Armed Assault
23.000197,84.642681,1,Gindra,Hostage Taking (Kidnapping)
25.755953,90.677305,0,East Garo Hills district,Armed Assault
21.364782,84.090065,0,Mundher,Facility/Infrastructure Attack
18.173151,80.249049,0,Tadvai,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.346092,93.699904,1,Churanchandpur,Hostage Taking (Kidnapping)
25.446142,93.013695,0,Dima Hasao district,Bombing/Explosion
,,0,Alampatti,Bombing/Explosion
23.081202,85.404639,1,Marangada,Armed Assault
23.075278,85.278889,1,Khunti district,Armed Assault
23.075278,85.278889,1,Khunti district,Unarmed Assault
24.639748,86.505985,0,Jamui,Hostage Taking (Kidnapping)
17.812075,81.383041,0,Konta,Armed Assault
25.621309,90.783707,5,Nengpatchi,Armed Assault
34.526179,74.254614,0,Kupwara,Bombing/Explosion
17.818199,82.492408,0,Lammasingi,Facility/Infrastructure Attack
26.201677,84.718495,0,Balthara,Hostage Taking (Kidnapping)
27.193881,95.472059,0,Deomali,Hostage Taking (Kidnapping)
26.550812,90.335703,0,Karigaon,Hostage Taking (Kidnapping)
25.75192,93.173412,0,Lumding,Bombing/Explosion
23.094391,86.220296,1,Balarampur,Hostage Taking (Kidnapping)
24.663717,93.906269,0,Unknown,Bombing/Explosion
22.45109,86.995289,0,Jhargram district,Armed Assault
20.184871,79.994796,1,Gadchiroli district,Hostage Taking (Kidnapping)
22.455017,86.997477,1,Jhargram district,Assassination
18.475168,82.427445,0,Valajangi,Facility/Infrastructure Attack
27.183696,94.912236,1,Moran,Armed Assault
23.744186,84.504429,0,Latehar district,Bombing/Explosion
24.795452,84.999431,0,Gaya district,Facility/Infrastructure Attack
24.795452,84.999431,0,Gaya district,Facility/Infrastructure Attack
25.38582,94.188498,0,Koide,Bombing/Explosion
20.821604,82.829055,1,Khuripani,Armed Assault
23.332078,86.365208,2,Purulia district,Armed Assault
18.364195,81.892418,0,Malkangiri district,Armed Assault
26.351088,89.890036,0,Grahampur,Armed Assault
18.025378,81.598025,1,Bhubanpalli,Armed Assault
23.744186,84.504429,0,Latehar district,Bombing/Explosion
20.27764,85.794852,1,Baramunda,Hostage Taking (Kidnapping)
25.722446,90.190917,0,Dadengre,Hostage Taking (Kidnapping)
22.639866,85.561853,2,Silphori,Hostage Taking (Kidnapping)
34.246008,74.566937,0,Naidkhai,Armed Assault
33.931011,75.114212,0,Tral,Assassination
23.743805,84.504337,0,Latehar district,Facility/Infrastructure Attack
19.966708,75.020225,0,Vairagadh,Facility/Infrastructure Attack
17.86318,82.19552,2,Kampumanapakala,Hostage Taking (Kidnapping)
24.77711,84.310811,0,Chandauli,Unknown
18.436781,79.129821,0,Karimnagar district,Hostage Taking (Kidnapping)
24.798346,93.94043,3,Imphal,Bombing/Explosion
22.672439,85.072696,1,Karkel,Assassination
25.372744,90.037094,0,Rimrangpara,Armed Assault
23.844348,91.286363,0,Abhoynagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Assassination
18.7017,82.222665,0,Kalia Atal,Facility/Infrastructure Attack
23.744186,84.504429,11,Latehar district,Bombing/Explosion
23.669296,86.151112,0,Bokaro district,Bombing/Explosion
24.129604,84.185606,0,Palamu district,Bombing/Explosion
23.744186,84.504429,0,Latehar district,Bombing/Explosion
24.601587,84.868848,0,Arauri,Facility/Infrastructure Attack
24.551295,84.140936,0,Tandwa,Armed Assault
21.333231,83.618894,0,Bargarh,Facility/Infrastructure Attack
18.364195,81.892418,0,Malkangiri district,Facility/Infrastructure Attack
24.159623,83.803807,0,Garhwa district,Bombing/Explosion
24.542199,84.279232,0,Hariharganj,Armed Assault
23.610181,85.279935,0,Ramban,Facility/Infrastructure Attack
24.519673,87.571717,0,Amrapara,Bombing/Explosion
26.112071,85.373064,0,Maduaha,Facility/Infrastructure Attack
19.595851,81.663776,0,Kondagaon,Bombing/Explosion
33.789497,75.103386,0,Bijbehara,Bombing/Explosion
22.486676,86.499655,0,East Singbhum district,Unarmed Assault
27.382655,95.900036,0,Jagun,Armed Assault
9.925201,78.119775,0,Madurai district,Bombing/Explosion
26.091035,94.258974,0,Wokha,Bombing/Explosion
24.644924,93.99929,0,Thoubal,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
18.024862,83.157163,0,Lakkavarapupet,Bombing/Explosion
33.311591,75.76622,1,Kishtwar district,Armed Assault
21.113056,82.995848,0,Saraikela,Facility/Infrastructure Attack
34.08374,74.789902,1,Srinagar,Assassination
23.744186,84.504429,0,Latehar district,Bombing/Explosion
19.796974,84.365893,0,Asurabandha,Bombing/Explosion
19.585971,84.689749,0,Ganjam district,Facility/Infrastructure Attack
18.205268,80.670844,0,Alubaka,Facility/Infrastructure Attack
25.15192,93.969963,0,Kangpokpi,Armed Assault
24.764723,86.337306,0,Sarkanta,Bombing/Explosion
24.644924,93.99929,0,Thoubal district,Bombing/Explosion
25.467031,91.366216,0,Unknown,Armed Assault
24.128611,84.185711,0,Palamu district,Facility/Infrastructure Attack
26.398022,90.269415,0,Kokrajhar,Hostage Taking (Kidnapping)
24.128611,84.185711,,Palamu district,Armed Assault
26.590179,85.494267,0,Sitamarhi,Facility/Infrastructure Attack
24.584618,84.302996,0,Parta,Facility/Infrastructure Attack
18.973896,81.399096,0,Geedam,Bombing/Explosion
24.817544,93.916458,0,Imphal West district,Bombing/Explosion
27.491929,95.347833,0,Tinsukia district,Bombing/Explosion
20.973302,86.49618,0,Baragada,Facility/Infrastructure Attack
26.090175,89.964447,0,Gauripur,Bombing/Explosion
19.764927,83.882024,0,Srirampur,Bombing/Explosion
19.768279,83.649123,3,Badarpanga,Bombing/Explosion
11.258753,75.78041,0,Kozhikode,Bombing/Explosion
34.288891,74.463715,1,Sopore,Armed Assault
34.288891,74.463715,1,Sopore,Armed Assault
34.288891,74.463715,0,Sopore,Bombing/Explosion
23.079729,87.328537,0,Bishnupur,Bombing/Explosion
24.798346,93.94043,0,Lamshang,Bombing/Explosion
24.65233,93.990834,0,Thoubal,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
23.834855,83.97279,0,Harta,Assassination
24.798346,93.94043,0,Imphal,Bombing/Explosion
26.149794,91.763931,0,Noonmati,Bombing/Explosion
24.6667,94.0667,0,Yairipok,Bombing/Explosion
24.86697,94.07548,0,Lamlai,Bombing/Explosion
10.383319,77.988854,1,Nandhavanappatty,Assassination
28.78181,77.500288,0,Muradnagar,Assassination
24.86697,94.07548,0,Lamlai,Bombing/Explosion
13.142549,79.909053,0,Tiruvallur district,Bombing/Explosion
25.296447,93.041161,0,Natun Haza,Hostage Taking (Kidnapping)
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.798346,93.94043,0,Naharup,Bombing/Explosion
24.35,93.7,2,Jhoukhonom,Armed Assault
25.755953,90.677305,3,East Garo Hills district,Unknown
24.173149,83.808662,13,Garhwa,Bombing/Explosion
24.173149,83.808662,,Garhwa,Hostage Taking (Kidnapping)
25.495444,90.616793,0,Williamnagar,Armed Assault
24.798346,93.94043,1,Imphal,Bombing/Explosion
17.838008,81.428585,0,Kalimela,Armed Assault
33.916138,74.884615,1,Shubdani-Newa,Armed Assault
25.497013,90.086914,0,Rongkhon,Hostage Taking (Kidnapping)
24.855126,93.617664,,Noney,Hostage Taking (Kidnapping)
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
26.265855,88.084626,0,Chatargach,Bombing/Explosion
27.027712,95.030176,0,Sonari,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
34.205605,74.353867,0,Azad Gunj,Bombing/Explosion
24.992846,93.996921,2,Konkan,Armed Assault
24.328989,93.986769,5,Chandel,Armed Assault
24.743562,93.419645,1,Namtaolong,Unknown
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.870494,94.013572,0,Sawombung,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
24.798346,93.94043,0,Imphal,Bombing/Explosion
25.49546,90.61682,0,Bokkingre,Facility/Infrastructure Attack
24.616199,94.007696,0,Khangabok,Bombing/Explosion
25.311849,94.496743,0,Chingai,Hostage Taking (Kidnapping)
23.846121,84.816828,3,Chetag,Bombing/Explosion
22.576173,86.641996,0,Ghagara,Bombing/Explosion
22.480441,86.514666,0,Kaniyaaluka,Bombing/Explosion
18.583752,80.769661,0,Awapalli,Armed Assault
33.714452,75.081289,1,Qoimoh,Assassination
18.184536,81.411415,2,Pollampalli,Bombing/Explosion
25.49546,90.61682,0,Bokkingre,Facility/Infrastructure Attack
22.37955,85.39837,0,Patung,Armed Assault
19.028722,82.694242,4,Janiguda,Bombing/Explosion
18.33892,81.942155,0,Malkangiri,Armed Assault
21.278657,81.866144,0,Unknown,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
21.994316,78.110828,1,Betul,Assassination
24.177863,86.306667,0,Giridih district,Hostage Taking (Kidnapping)
33.931011,75.114212,0,Tral,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
25.755953,90.677305,0,East Garo Hills district,Armed Assault
25.755953,90.677305,,East Garo Hills district,Hostage Taking (Kidnapping)
26.398022,90.269415,0,Kokrajhar,Hostage Taking (Kidnapping)
23.744186,84.504429,1,Latehar district,Bombing/Explosion
25.32656,90.563989,0,Jisugittam,Bombing/Explosion
25.998206,91.801107,0,Rajabagan,Facility/Infrastructure Attack
23.076901,85.280578,2,Thunku,Facility/Infrastructure Attack
25.61684,90.531203,1,Bansamawe,Armed Assault
11.686459,75.652812,0,Nadapuram,Bombing/Explosion
12.134717,75.297579,0,Mathamangalam,Bombing/Explosion
10.95739,76.971507,0,Sandarpuram,Facility/Infrastructure Attack
26.149794,91.763931,0,Guwahati,Bombing/Explosion
25.564932,90.225271,0,Ramdapara,Armed Assault
28.585836,77.153336,0,New Delhi,Bombing/Explosion
25.591228,85.140158,0,Mithapur,Bombing/Explosion
25.853894,90.945418,,Arengdo,Armed Assault
24.780654,93.967437,0,Imphal East district,Bombing/Explosion
20.8167,82.5333,0,Baleshbahali,Facility/Infrastructure Attack
22.1167,84.0333,0,Sundargarh district,Facility/Infrastructure Attack
25.848178,90.406702,,Jangrapara,Hostage Taking (Kidnapping)
24.817544,93.916458,0,Imphal West district,Bombing/Explosion
24.328989,93.986769,,Chanel district,Hostage Taking (Kidnapping)
24.817544,93.916458,0,Imphal West district,Bombing/Explosion
24.204235,84.870937,4,Chatra,Armed Assault
34.08374,74.789902,0,Srinagar,Armed Assault
33.931011,75.114212,0,Tral,Assassination
28.543513,76.714565,3,Duleena,Armed Assault
18.856056,82.734714,0,Ankadeli,Facility/Infrastructure Attack
23.91925,84.291076,0,Tailyadeeh Mor,Bombing/Explosion
19.907671,84.12182,0,Daringbadi,Hostage Taking (Kidnapping)
24.780654,93.967437,1,Imphal East district,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Assassination
34.08374,74.789902,0,Srinagar,Unknown
21.177289,83.567061,1,Patrapali,Hostage Taking (Kidnapping)
18.364195,81.892418,0,Malkangiri,Bombing/Explosion
24.798346,93.94043,,Imphal,Hostage Taking (Kidnapping)
23.4333,84.6833,0,Lohardaga,Unarmed Assault
18.364195,81.892418,0,Malkangiri,Bombing/Explosion
24.628864,93.761286,0,Bishnupur,Facility/Infrastructure Attack
33.797161,75.090141,2,Bijbehara,Bombing/Explosion
24.92326,86.220238,0,Jamui,Bombing/Explosion
24.92326,86.220238,0,Jamui,Bombing/Explosion
24.92326,86.220238,0,Jamui,Facility/Infrastructure Attack
18.813487,82.712333,0,Koraput district,Hostage Taking (Kidnapping)
18.486587,82.237957,1,Khairiput,Armed Assault
20.498551,82.810186,0,Turekela,Facility/Infrastructure Attack
23.214156,92.375192,0,Mauzam,Hostage Taking (Kidnapping)
18.5435,82.222788,0,Malkangiri district,Armed Assault
27.126875,94.740042,0,Demow,Bombing/Explosion
20.181843,80.006844,12,Gadchiroli,Bombing/Explosion
25.501786,91.784924,0,Ladmawreng,Hostage Taking (Kidnapping)
24.817544,93.916458,0,Imphal West district,Bombing/Explosion
25.567937,90.224466,,Sesela,Hostage Taking (Kidnapping)
26.072512,90.588679,0,Goalpara district,Bombing/Explosion
8.732814,77.700021,0,Tamil Nadu,Bombing/Explosion
25.815389,90.789321,0,Wageasi,Facility/Infrastructure Attack
27.567739,95.557243,0,Doom Dooma,Bombing/Explosion
25.163535,93.01364,0,Haflong,Bombing/Explosion
25.194722,90.345,0,Gasuapara,Hostage Taking (Kidnapping)
25.376892,89.869963,1,Lokaichar,Bombing/Explosion
25.855133,93.625149,0,Rongbong,Hostage Taking (Kidnapping)
34.042171,74.786728,0,Hyderpora,Bombing/Explosion
26.639243,91.574214,0,Tamulpur,Bombing/Explosion
26.588354,93.748589,0,Numaligarh,Bombing/Explosion
18.391012,81.656929,2,Sukma,Armed Assault
20.271944,81.493056,0,Kanker,Bombing/Explosion
22.96908,85.289352,0,Murhu,Armed Assault
25.722446,90.190917,0,Dadengre,Armed Assault
27.51586,95.877973,0,Bordumsa,Bombing/Explosion
34.038555,74.737209,0,Ompora,Bombing/Explosion
25.318662,90.440804,0,Chokpot,Armed Assault
19.598623,80.226578,1,Etapalli,Assassination
11.72661,75.637538,0,Parakkadavu,Bombing/Explosion
11.72661,75.637538,0,Parakkadavu,Bombing/Explosion
11.72661,75.637538,0,Parakkadavu,Bombing/Explosion
20.46268,85.883253,,Cuttack,Bombing/Explosion
18.768304,82.903944,0,Damanjodi,Armed Assault
20.46268,85.883253,0,Cuttack,Bombing/Explosion
26.750419,94.216359,0,Jorhat,Bombing/Explosion
27.066951,95.036459,0,Bhojo,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Armed Assault
18.708185,82.99166,0,Pendajam,Facility/Infrastructure Attack
18.933338,83.257291,0,Bandhugaon,Facility/Infrastructure Attack
18.390961,81.662323,2,Sukma,Hostage Taking (Kidnapping)
18.775175,80.536697,3,Madded,Bombing/Explosion
24.817544,93.916458,0,Imphal West district,Bombing/Explosion
24.165471,86.223142,0,Badgund,Hostage Taking (Barricade Incident)
20.181843,80.006844,1,Gadchirol district,Assassination
21.812516,80.183832,0,Gaighat,Facility/Infrastructure Attack
25.198651,90.554631,0,Sibbari,Armed Assault
24.817544,93.916458,0,Imphal West district,Bombing/Explosion
20.181843,80.006844,2,Markegaon,Unarmed Assault
26.394035,85.917713,0,Parsauni,Bombing/Explosion
25.318662,90.440804,0,Chokpot,Bombing/Explosion
27.556664,95.692979,0,Phillobari,Bombing/Explosion
19.715202,80.588744,1,Todgatta,Assassination
24.65233,93.990834,0,Thoubal,Bombing/Explosion
26.437362,91.620168,0,Rangia,Bombing/Explosion
9.925201,78.119775,0,Madurai,Bombing/Explosion
18.701641,81.248451,2,Bacheli,Armed Assault
